Material_Code,Material_Description,Base_Abb,Base_Type,Moulding_Type_Abb,Moulding_Type,Product_Type_Abb,Product_Type,Colour_TF,Dimensions_Vibration_Drops_EU,Project_Phase,Certification,Base_Colour,Additional_Colour,Kosher_Certificate_Abb,Kosher_Certificate,Country_Claim,FP_TYPE3_CLV_S,LEGISLATION_L,DOSAGE_COLD_MILK_CLV_S,DOSAGE_COLD_WATER_CLV_S,DOSAGE_HOT_MILK_CLV_S,DOSAGE_HOT_WATER_CLV_S,Fineness_Type,Colour_L_Value_From,pH_From,pH_To,Normalised_Linear_Mpa_S_From,Normalised_Linear_Viscosity_mPaS_To,Normalised_Casson_mPaS_From,Normalised_Casson_mPaS_To,Normalised_Yield_Pa_From,Normalised_Yield_Pa_To,Fineness_Micrometer_From,Fineness_Micrometer_To,Dimensions_Length_From,Dimensions_Length_To,Dimensions_Width_From,Dimensions_Width_To,Dimensions_Count_Kg_From,Dimensions_Count_Kg_To,Dimensions_Sieve_Fraction_From,Dimensions_Sieve_Fraction_To,Dimensions_Height_From,Dimensions_Height_To,Dimensions_Count_lb_From,Dimensions_Count_lb_To,Brookfield_40C_S27_20_RPM_From,Brookfield_40C_S27_20_RPM_To,Brookfield_50C_S27_20_RPM_From,Brookfield_50C_S27_20_RPM_To,Brookfield_50C_S27_Regression_From,Brookfield_50C_S27_Regression_To,Brookfield_50C_S27_Yield_From,Brookfield_50C_S27_Yield_To,Brookfield_40C_S27_Regression_From,Brookfield_40C_S27_Regression_To,Brookfield_40C_S27_Yield_From,Brookfield_40C_S27_Yield_To,Water_Activity_From,Water_Activity_To,Shelflife,Category,Region,Cust_Dedic,Proj_Phase,Plant_BoM_Owner,Underlying_Liquid,Colour_TF2,Project_Manager,Dimensions_Vibration_Drops_EU2,Project_Number,Dimensions_Production_Tools_Us,Certification2,Project_Phase2,Base_Colour2,Additional_Colour2,Country_Claim2,M022_01_ATFLV_CLV_N,M022_01_ATFLB_CLV_N,M022_02_ATFLV_CLV_N,M022_02_ATFLB_CLV_N,M023_01_ATFLV_CLV_N,M023_01_ATFLB_CLV_N
CHM-000140Z-000,BC FLUSH LIQUID,M,Milk,LIQ,Liquid,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,S,A,US01,,,OMD,,21A296,,,A,,,,,,,,,
CHW-R2737E-55B,CV EASYMELT 10KG/BG 70BG/PAL,W,White,EAS,Easymelt,CH,chocolate,,,Final Article,NTA,,,,,,NTA,,,,,,1,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,31,S,A,TR20,,,GAY,,2.30E+71,,NTA,A,,,,,,,,,
CHW-S2532E-55B,CV EASYMELT 10KG/BG 70BG/PAL,W,White,EAS,Easymelt,CH,chocolate,,,Final Article,NTA,,,,,,NTA,,,,,,1,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,31,S,A,TR20,,,GAY,,2.30E+85,,NTA,A,,,,,,,,,
CVM-R3410E-000,BC LIQUID,M,Milk,LIQ,Liquid,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,1300,1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,A,TR01,,,GAY,,2.20E+173,,,A,,,,,,,,,
CVM-T24E083-01-000,BC LIQUID,M,Milk,LIQ,Liquid,CV,choc max 5% fat,,,Theoretical pricing material,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,190,290,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,T,TR01,,,GAY,,2.40E+84,,,T,,,,,,,,,
CVM-T27225E-000,BC LIQUID,M,Milk,LIQ,Liquid,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,1900,2600,2.8,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,A,TR01,,,GAY,,1.80E+16,,,A,,,,,,,,,
CVM-T3115E-000,BC LIQUID,M,Milk,LIQ,Liquid,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,3,,,,,,1900,2200,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,A,TR01,,,GAY,,1.80E+23,,,A,,,,,,,,,
CVM-T3128E-000,BC LIQUID,M,Milk,LIQ,Liquid,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,A,TR01,,,GAY,,2.40E+77,,,A,,,,,,,,,
CVM-U13302-000,BC LIQUID,M,Milk,LIQ,Liquid,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,A,TR01,,,GAY,,1.70E+134,,,A,,,,,,,,,
CVM-V17134-000,BC LIQUID,M,Milk,LIQ,Liquid,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,3,,,,,,1900,3100,1.9,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,A,TR01,,,GAY,,1.70E+135,,,A,,,,,,,,,
CVM-W18049-000,BC LIQUID,M,Milk,LIQ,Liquid,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,A,TR01,,,GAY,,1.80E+50,,,A,,,,,,,,,
CVW-F24E007-01-000,BC LIQUID,W,White,LIQ,Liquid,CV,choc max 5% fat,,,Factory trial,,,,KD-,Kosher Dairy,,NTA,,,,,,2,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,F,TR01,,,GAY,,2.40E+08,,,F,,,,,,,,,
CVW-L24E007-01-000,BC LIQUID,W,White,LIQ,Liquid,CV,choc max 5% fat,,,Lab sample,,,,KD-,Kosher Dairy,,NTA,,,,,,1,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,L,TR01,,,GAY,,2.40E+08,,,L,,,,,,,,,
ILM-R3305E-000,BC LIQUID,M,Milk,LIQ,Liquid,IL,compound lauric,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,42,,,,,600,1200,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,31,S,A,TR01,,,GAY,,1.90E+94,,,A,,,,,,,,,
ILD-R1435E-000,BC LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,20,,,,,600,1200,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,31,S,A,TR01,,,GAY,,1.90E+93,,,A,,,,,,,,,
ILD-R3514E-000,BC LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,20,,,,,800,1600,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,31,S,A,TR01,,,GAY,,1.90E+95,,,A,,,,,,,,,
ILD-S3132E-000,BC LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,20,,,,,1600,2200,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,31,S,A,TR01,,,GAY,,2.10E+16,,,A,,,,,,,,,
ILD-T2030E-000,BC LIQUID,D,Dark,LIQ,Liquid,IL,compound lauric,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,20,,,,,2500,3000,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,31,S,A,TR01,,,GAY,,2.00E+90,,,A,,,,,,,,,
ILM-F21E117-05-000,BC LIQUID,M,Milk,LIQ,Liquid,IL,compound lauric,,,Factory trial,,,,KD-,Kosher Dairy,,NTA,,,,,,2,42,,,,,600,1200,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,31,S,F,TR01,,,GAY,,2.10E+118,,,F,,,,,,,,,
ILM-R3331E-000,BC LIQUID,M,Milk,LIQ,Liquid,IL,compound lauric,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,42,,,,,1300,1900,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,31,S,A,TR01,,,GAY,,2.10E+118,,,A,,,,,,,,,
ILM-R3354E-000,BC LIQUID,M,Milk,LIQ,Liquid,IL,compound lauric,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,42,,,,,800,1600,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,31,S,A,TR01,,,GAY,,1.90E+97,,,A,,,,,,,,,
ISD-S3207E-000,BC LIQUID,D,Dark,LIQ,Liquid,IS,compound HPKS,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,20,,,,,900,1900,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,31,S,A,TR01,,,GAY,,2.00E+124,,,A,,,,,,,,,
CVD-L24E023-01-000,BC LIQUID,D,Dark,LIQ,Liquid,CV,choc max 5% fat,,,Lab sample,,,,KD-,Kosher Dairy,,NTA,,,,,,2,18,,,,,1500,3500,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,L,TR01,,,GAY,,2.40E+24,,,L,,,,,,,,,
CVD-L24E023-02-000,BC LIQUID,D,Dark,LIQ,Liquid,CV,choc max 5% fat,,,Lab sample,,,,KD-,Kosher Dairy,,NTA,,,,,,2,18,,,,,1500,3500,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,L,TR01,,,GAY,,2.40E+24,,,L,,,,,,,,,
CVD-R16185-000,BC LIQUID,D,Dark,LIQ,Liquid,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,A,TR01,,,GAY,,160185,,,A,,,,,,,,,
CVD-R3450E-000,BC LIQUID,D,Dark,LIQ,Liquid,CV,choc max 5% fat,,,Final Article,,,,,,,NTA,,,,,,1,,,,,,800,1400,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,A,TR01,,,GAY,,1.80E+156,,,A,,,,,,,,,
CVD-T48318E-000,BC LIQUID,D,Dark,LIQ,Liquid,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,A,TR01,,,GAY,,2.40E+76,,,A,,,,,,,,,
CVD-U1788-000,BC LIQUID,D,Dark,LIQ,Liquid,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,1400,2200,1.3,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,A,TR01,,,GAY,,1.70E+89,,,A,,,,,,,,,
CVD-U6906-000,BC LIQUID,D,Dark,LIQ,Liquid,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,A,TR01,,,GAY,,1.50E+70,,,A,,,,,,,,,
CVD-V16171-000,BC LIQUID,D,Dark,LIQ,Liquid,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,S,A,TR01,,,GAY,,1.60E+18,,,A,,,,,,,,,
INM-N1140E-000,BC LIQUID,M,Milk,LIQ,Liquid,IN,compound non-lauric,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,3,,,,,,380,500,1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,31,S,A,TR01,,,GAY,,1.60E+93,,,A,,,,,,,,,
INM-T16016-000,BC LIQUID,M,Milk,LIQ,Liquid,IN,compound non-lauric,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,86,,,,,1500,3500,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,31,S,A,TR01,,,GAY,,1.60E+17,,,A,,,,,,,,,
CHD-CHVICTR52-55B,CV EASYMELT 10KG/BG 70BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,2.10E+03,,,A,,,,,,,,,
CHD-CHVICTR53-55B,CV EASYMELT 10KG/BG 70BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,JSO,,2.10E+03,,,A,,,,,,,,,
CHD-CHVICTR60-55B,CV EASYMELT 10KG/BG 70BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,2.10E+03,,,A,,,,,,,,,
CHD-E6134E-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,,,,NTA,,,,,,2,,,,,,1200,2300,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,1.80E+70,,,A,,,,,,,,,
CHD-F22E081-01-T82,96_BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Factory trial,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,F,TR01,,,GAY,,2.20E+82,,,F,,,,,,,,,
CHD-F23E066-01-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Factory trial,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,F,TR01,,,GAY,,2.30E+67,,,F,,,,,,,,,
CHD-P55375-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,1.70E+39,,,A,,,,,,,,,
CHD-R59638-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,1.80E+72,,,A,,,,,,,,,
CHD-R90207-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,144902,,,A,,,,,,,,,
CHD-S42278E-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,2.20E+30,,,A,,,,,,,,,
CHD-S43294-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,2.20E+82,,,A,,,,,,,,,
CHD-S5633E-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,1900,2600,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,1.80E+19,,,A,,,,,,,,,
CHD-T3353E-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,1.90E+78,,,A,,,,,,,,,
CHD-T349191-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,134919,,,A,,,,,,,,,
CHD-T46230E-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,1.80E+66,,,A,,,,,,,,,
CHD-T4831E-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,1.90E+60,,,A,,,,,,,,,
CHD-U46295E-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,1.80E+73,,,A,,,,,,,,,
CHD-U5232E-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,1.90E+79,,,A,,,,,,,,,
CHD-V3045E-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,1.90E+51,,,A,,,,,,,,,
CHD-V4127E-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,1.80E+123,,,A,,,,,,,,,
CHM-CHVCTR35-55B,CV EASYMELT 10KG/BG 70BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,A,TR01,,,GAY,,2.00E+123,,,A,,,,,,,,,
CHM-CHVICTR33-55B,CV EASYMELT 10KG/BG 70BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,A,TR01,,,GAY,,2.00E+123,,,A,,,,,,,,,
CHM-CHVICTR34-55B,CV EASYMELT 10KG/BG 70BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,A,TR01,,,GAY,,2.00E+123,,,A,,,,,,,,,
CHM-L21E032-03-T82,96_BC EASYMELT 25KG/BG 32BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Lab sample,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,L,TR01,,,GAY,,2.10E+33,,,L,,,,,,,,,
CHM-L21E032-07-T82,96_BC EASYMELT 25KG/BG 32BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Lab sample,,,,,,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,L,TR01,,,GAY,,2.10E+33,,,L,,,,,,,,,
CHM-L21E032-08-T82,96_BC EASYMELT 25KG/BG 32BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Lab sample,,,,KD-,Kosher Dairy,,NTA,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,L,TR01,,,GAY,,2.10E+33,,,L,,,,,,,,,
CHM-L21E032-09-T82,96_BC EASYMELT 25KG/BG 32BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Lab sample,,,,,,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,L,TR01,,,GAY,,2.10E+33,,,L,,,,,,,,,
CHM-R3625E-T82,BC EASYMELT 25KG/BG 32BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,A,TR01,,,GAY,,2.20E+40,,,A,,,,,,,,,
CHM-R38514NV-T82,BC EASYMELT 25KG/BG 32BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Final Article,,,,,,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,A,TR01,,,GAY,,1.60E+29,,,A,,,,,,,,,
CHM-S35206NV-T82,BC EASYMELT 25KG/BG 32BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,A,TR01,,,GAY,,1.80E+71,,,A,,,,,,,,,
CHM-T134905-T82,BC EASYMELT 25KG/BG 32BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,A,TR01,,,GAY,,134905,,,A,,,,,,,,,
CHM-T21E032-10-T82,96_BC EASYMELT 25KG/BG 32BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Theoretical pricing material,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,T,TR01,,,GAY,,2.10E+33,,,T,,,,,,,,,
CHM-T22E099-02-T82,BC EASYMELT 25KG/BG 32BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Theoretical pricing material,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,T,TR01,,,GAY,,2.20E+100,,,T,,,,,,,,,
CHM-T3221E-T82,BC EASYMELT 25KG/BG 32BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Final Article,,,,,,,NTA,,,,,,2,,,,,,1200,2100,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,A,TR01,,,GAY,,1.80E+69,,,A,,,,,,,,,
CHM-T3234E-T82,BC EASYMELT 25KG/BG 32BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,A,TR01,,,GAY,,1.90E+80,,,A,,,,,,,,,
CHM-T3323E-T82,BC EASYMELT 25KG/BG 32BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,1900,2600,2.8,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,A,TR01,,,GAY,,2.00E+100,,,A,,,,,,,,,
CHM-U2717E-T82,BC EASYMELT 25KG/BG 32BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Final Article,,,,,,,NTA,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,A,TR01,,,GAY,,2.30E+25,,,A,,,,,,,,,
CHM-V34205E-T82,BC EASYMELT 25KG/BG 32BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,A,TR01,,,GAY,,1.70E+31,,,A,,,,,,,,,
CHM-W2816E-T82,BC EASYMELT 25KG/BG 32BG/PAL,M,Milk,EAS,Easymelt,CH,chocolate,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,3,,,,,,3000,4500,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,31,S,A,TR01,,,GAY,,1.80E+154,,,A,,,,,,,,,
CVD-R16185-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,160185,,,A,,,,,,,,,
CVD-R3450E-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,1.80E+156,,,A,,,,,,,,,
CVD-T48318E-55B,CV EASYMELT 10KG/BG 70BG/PAL,D,Dark,EAS,Easymelt,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,2.40E+76,,,A,,,,,,,,,
CVD-U1788-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,1.70E+89,,,A,,,,,,,,,
CVD-U6906-T82,BC EASYMELT 25KG/BG 32BG/PAL,D,Dark,EAS,Easymelt,CV,choc max 5% fat,,,Final Article,,,,KD-,Kosher Dairy,,NTA,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,31,S,A,TR01,,,GAY,,1.50E+70,,,A,,,,,,,,,
